area_name,area_code,date,new_cases,total_cases
Haringey,E09000014,03/08/2020,2,811
Harrow,E09000015,03/08/2020,0,1321
Havering,E09000016,03/08/2020,4,1013
Hillingdon,E09000017,03/08/2020,3,1164
Hounslow,E09000018,03/08/2020,10,1145
Islington,E09000019,03/08/2020,2,594
Kensington and Chelsea,E09000020,03/08/2020,1,596
Kingston upon Thames,E09000021,03/08/2020,2,757
Lambeth,E09000022,03/08/2020,11,1444
Lewisham,E09000023,03/08/2020,1,1254
Merton,E09000024,03/08/2020,2,970
Newham,E09000025,03/08/2020,1,1341
Redbridge,E09000026,03/08/2020,1,1180
Richmond upon Thames,E09000027,03/08/2020,1,560
Southwark,E09000028,03/08/2020,0,1499
Sutton,E09000029,03/08/2020,2,1037
Tower Hamlets,E09000030,03/08/2020,1,895
Waltham Forest,E09000031,03/08/2020,4,1060
Wandsworth,E09000032,03/08/2020,9,1236
Westminster,E09000033,03/08/2020,3,840
Barking and Dagenham,E09000002,04/08/2020,2,768
Barnet,E09000003,04/08/2020,2,1704
Bexley,E09000004,04/08/2020,0,1106
Brent,E09000005,04/08/2020,1,1809
Bromley,E09000006,04/08/2020,2,1546
Camden,E09000007,04/08/2020,2,726
Croydon,E09000008,04/08/2020,3,1897
Ealing,E09000009,04/08/2020,3,1648
Enfield,E09000010,04/08/2020,2,1240
Greenwich,E09000011,04/08/2020,2,999
Hackney and City of London,E09000012,04/08/2020,13,1007
Hammersmith and Fulham,E09000013,04/08/2020,4,802
Haringey,E09000014,04/08/2020,0,811
Harrow,E09000015,04/08/2020,4,1325
Havering,E09000016,04/08/2020,6,1019
Hillingdon,E09000017,04/08/2020,4,1168
Hounslow,E09000018,04/08/2020,5,1150
Islington,E09000019,04/08/2020,2,596
Kensington and Chelsea,E09000020,04/08/2020,2,598
Kingston upon Thames,E09000021,04/08/2020,2,759
Lambeth,E09000022,04/08/2020,3,1447
Lewisham,E09000023,04/08/2020,1,1255
Merton,E09000024,04/08/2020,3,973
Newham,E09000025,04/08/2020,8,1349
Redbridge,E09000026,04/08/2020,5,1185
Richmond upon Thames,E09000027,04/08/2020,2,562
Southwark,E09000028,04/08/2020,4,1503
Sutton,E09000029,04/08/2020,2,1039
Tower Hamlets,E09000030,04/08/2020,3,898
Waltham Forest,E09000031,04/08/2020,3,1063
Wandsworth,E09000032,04/08/2020,5,1241
Westminster,E09000033,04/08/2020,4,844
Barking and Dagenham,E09000002,05/08/2020,6,774
Barnet,E09000003,05/08/2020,4,1708
Bexley,E09000004,05/08/2020,3,1109
Brent,E09000005,05/08/2020,4,1813
Bromley,E09000006,05/08/2020,6,1552
Camden,E09000007,05/08/2020,3,729
Croydon,E09000008,05/08/2020,1,1898
Ealing,E09000009,05/08/2020,10,1658
Enfield,E09000010,05/08/2020,2,1242
Greenwich,E09000011,05/08/2020,5,1004
Hackney and City of London,E09000012,05/08/2020,5,1012
Hammersmith and Fulham,E09000013,05/08/2020,4,806
Haringey,E09000014,05/08/2020,2,813
Harrow,E09000015,05/08/2020,2,1327
Havering,E09000016,05/08/2020,1,1020
Hillingdon,E09000017,05/08/2020,5,1173
Hounslow,E09000018,05/08/2020,2,1152
Islington,E09000019,05/08/2020,2,598
Kensington and Chelsea,E09000020,05/08/2020,1,599
Kingston upon Thames,E09000021,05/08/2020,3,762
Lambeth,E09000022,05/08/2020,5,1452
Lewisham,E09000023,05/08/2020,4,1259
Merton,E09000024,05/08/2020,2,975
Newham,E09000025,05/08/2020,2,1351
Redbridge,E09000026,05/08/2020,3,1188
Richmond upon Thames,E09000027,05/08/2020,2,564
Southwark,E09000028,05/08/2020,2,1505
Sutton,E09000029,05/08/2020,0,1039
Tower Hamlets,E09000030,05/08/2020,3,901
Waltham Forest,E09000031,05/08/2020,4,1067
Wandsworth,E09000032,05/08/2020,9,1250
Westminster,E09000033,05/08/2020,7,851
Barking and Dagenham,E09000002,06/08/2020,1,775
Barnet,E09000003,06/08/2020,5,1713
Bexley,E09000004,06/08/2020,2,1111
Brent,E09000005,06/08/2020,5,1818
Bromley,E09000006,06/08/2020,1,1553
Camden,E09000007,06/08/2020,5,734
Croydon,E09000008,06/08/2020,0,1898
Ealing,E09000009,06/08/2020,3,1661
Enfield,E09000010,06/08/2020,4,1246
Greenwich,E09000011,06/08/2020,3,1007
Hackney and City of London,E09000012,06/08/2020,2,1014
Hammersmith and Fulham,E09000013,06/08/2020,2,808
Haringey,E09000014,06/08/2020,3,816
Harrow,E09000015,06/08/2020,2,1329
Havering,E09000016,06/08/2020,1,1021
Hillingdon,E09000017,06/08/2020,5,1178
Hounslow,E09000018,06/08/2020,8,1160
Islington,E09000019,06/08/2020,5,603
Kensington and Chelsea,E09000020,06/08/2020,2,601
Kingston upon Thames,E09000021,06/08/2020,1,763
Lambeth,E09000022,06/08/2020,3,1455
Lewisham,E09000023,06/08/2020,4,1263
Merton,E09000024,06/08/2020,0,975
Newham,E09000025,06/08/2020,11,1362
Redbridge,E09000026,06/08/2020,1,1189
Richmond upon Thames,E09000027,06/08/2020,2,566
Southwark,E09000028,06/08/2020,1,1506
Sutton,E09000029,06/08/2020,1,1040
Tower Hamlets,E09000030,06/08/2020,4,905
Waltham Forest,E09000031,06/08/2020,6,1073
Wandsworth,E09000032,06/08/2020,3,1253
Westminster,E09000033,06/08/2020,7,858
Barking and Dagenham,E09000002,07/08/2020,1,776
Barnet,E09000003,07/08/2020,9,1722
Bexley,E09000004,07/08/2020,2,1113
Brent,E09000005,07/08/2020,5,1823
Bromley,E09000006,07/08/2020,5,1558
Camden,E09000007,07/08/2020,1,735
Croydon,E09000008,07/08/2020,5,1903
Ealing,E09000009,07/08/2020,7,1668
Enfield,E09000010,07/08/2020,2,1248
Greenwich,E09000011,07/08/2020,0,1007
Hackney and City of London,E09000012,07/08/2020,6,1020
Hammersmith and Fulham,E09000013,07/08/2020,7,815
Haringey,E09000014,07/08/2020,4,820
Harrow,E09000015,07/08/2020,7,1336
Havering,E09000016,07/08/2020,2,1023
Hillingdon,E09000017,07/08/2020,4,1182
Hounslow,E09000018,07/08/2020,3,1163
Islington,E09000019,07/08/2020,3,606
Kensington and Chelsea,E09000020,07/08/2020,0,601
Kingston upon Thames,E09000021,07/08/2020,1,764
Lambeth,E09000022,07/08/2020,1,1456
Lewisham,E09000023,07/08/2020,7,1270
Merton,E09000024,07/08/2020,2,977
Newham,E09000025,07/08/2020,2,1364
Redbridge,E09000026,07/08/2020,15,1204
Richmond upon Thames,E09000027,07/08/2020,1,567
Southwark,E09000028,07/08/2020,6,1512
Sutton,E09000029,07/08/2020,1,1041
Tower Hamlets,E09000030,07/08/2020,4,909
Waltham Forest,E09000031,07/08/2020,2,1075
Wandsworth,E09000032,07/08/2020,1,1254
Westminster,E09000033,07/08/2020,6,864
Barking and Dagenham,E09000002,08/08/2020,3,779
Barnet,E09000003,08/08/2020,2,1724
Bexley,E09000004,08/08/2020,1,1114
Brent,E09000005,08/08/2020,3,1826
Bromley,E09000006,08/08/2020,0,1558
Camden,E09000007,08/08/2020,2,737
Croydon,E09000008,08/08/2020,2,1905
Ealing,E09000009,08/08/2020,2,1670
Enfield,E09000010,08/08/2020,1,1249
Greenwich,E09000011,08/08/2020,0,1007
Hackney and City of London,E09000012,08/08/2020,0,1020
Hammersmith and Fulham,E09000013,08/08/2020,3,818
Haringey,E09000014,08/08/2020,1,821
Harrow,E09000015,08/08/2020,0,1336
Havering,E09000016,08/08/2020,1,1024
Hillingdon,E09000017,08/08/2020,2,1184
Hounslow,E09000018,08/08/2020,4,1167
Islington,E09000019,08/08/2020,0,606
Kensington and Chelsea,E09000020,08/08/2020,3,604
Kingston upon Thames,E09000021,08/08/2020,3,767
Lambeth,E09000022,08/08/2020,1,1457
Lewisham,E09000023,08/08/2020,0,1270
Merton,E09000024,08/08/2020,0,977
Newham,E09000025,08/08/2020,4,1368
Redbridge,E09000026,08/08/2020,7,1211
Richmond upon Thames,E09000027,08/08/2020,3,570
Southwark,E09000028,08/08/2020,4,1516
Sutton,E09000029,08/08/2020,0,1041
Tower Hamlets,E09000030,08/08/2020,0,909
Waltham Forest,E09000031,08/08/2020,0,1075
Wandsworth,E09000032,08/08/2020,1,1255
Westminster,E09000033,08/08/2020,2,866
Barking and Dagenham,E09000002,09/08/2020,1,780
Barnet,E09000003,09/08/2020,2,1726
Bexley,E09000004,09/08/2020,2,1116
Brent,E09000005,09/08/2020,1,1827
Bromley,E09000006,09/08/2020,1,1559
Camden,E09000007,09/08/2020,3,740
Croydon,E09000008,09/08/2020,1,1906
Ealing,E09000009,09/08/2020,5,1675
Enfield,E09000010,09/08/2020,6,1255
Greenwich,E09000011,09/08/2020,1,1008
Hackney and City of London,E09000012,09/08/2020,4,1024
Hammersmith and Fulham,E09000013,09/08/2020,0,818
Haringey,E09000014,09/08/2020,2,823
Harrow,E09000015,09/08/2020,0,1336
Havering,E09000016,09/08/2020,1,1025
Hillingdon,E09000017,09/08/2020,4,1188
Hounslow,E09000018,09/08/2020,5,1172
Islington,E09000019,09/08/2020,0,606
Kensington and Chelsea,E09000020,09/08/2020,4,608
Kingston upon Thames,E09000021,09/08/2020,3,770
Lambeth,E09000022,09/08/2020,2,1459
Lewisham,E09000023,09/08/2020,1,1271
Merton,E09000024,09/08/2020,0,977
Newham,E09000025,09/08/2020,2,1370
Redbridge,E09000026,09/08/2020,6,1217
Richmond upon Thames,E09000027,09/08/2020,1,571
Southwark,E09000028,09/08/2020,2,1518
Sutton,E09000029,09/08/2020,0,1041
Tower Hamlets,E09000030,09/08/2020,1,910
Waltham Forest,E09000031,09/08/2020,0,1075
Wandsworth,E09000032,09/08/2020,3,1258
Westminster,E09000033,09/08/2020,3,869
Barking and Dagenham,E09000002,10/08/2020,4,784
Barnet,E09000003,10/08/2020,10,1736
Bexley,E09000004,10/08/2020,2,1118
Brent,E09000005,10/08/2020,7,1834
Bromley,E09000006,10/08/2020,5,1564
Camden,E09000007,10/08/2020,4,744
Croydon,E09000008,10/08/2020,4,1910
Ealing,E09000009,10/08/2020,6,1681
Enfield,E09000010,10/08/2020,2,1257
Greenwich,E09000011,10/08/2020,2,1010
Hackney and City of London,E09000012,10/08/2020,6,1030
Hammersmith and Fulham,E09000013,10/08/2020,4,822
Haringey,E09000014,10/08/2020,3,826
Harrow,E09000015,10/08/2020,5,1341
Havering,E09000016,10/08/2020,2,1027
Hillingdon,E09000017,10/08/2020,11,1199
Hounslow,E09000018,10/08/2020,9,1181
Islington,E09000019,10/08/2020,1,607
Kensington and Chelsea,E09000020,10/08/2020,4,612
Kingston upon Thames,E09000021,10/08/2020,3,773
Lambeth,E09000022,10/08/2020,4,1463
Lewisham,E09000023,10/08/2020,2,1273
Merton,E09000024,10/08/2020,2,979
Newham,E09000025,10/08/2020,5,1375
Redbridge,E09000026,10/08/2020,4,1221
Richmond upon Thames,E09000027,10/08/2020,3,574
Southwark,E09000028,10/08/2020,7,1525
Sutton,E09000029,10/08/2020,2,1043
Tower Hamlets,E09000030,10/08/2020,0,910
Waltham Forest,E09000031,10/08/2020,8,1083
Wandsworth,E09000032,10/08/2020,7,1265
Westminster,E09000033,10/08/2020,5,874
Barking and Dagenham,E09000002,11/08/2020,4,788
Barnet,E09000003,11/08/2020,4,1740
Bexley,E09000004,11/08/2020,2,1120
Brent,E09000005,11/08/2020,7,1841
Bromley,E09000006,11/08/2020,8,1572
Camden,E09000007,11/08/2020,5,749
Croydon,E09000008,11/08/2020,2,1912
Ealing,E09000009,11/08/2020,4,1685
Enfield,E09000010,11/08/2020,6,1263
Greenwich,E09000011,11/08/2020,3,1013
Hackney and City of London,E09000012,11/08/2020,11,1041
Hammersmith and Fulham,E09000013,11/08/2020,4,826
Haringey,E09000014,11/08/2020,5,831
Harrow,E09000015,11/08/2020,2,1343
Havering,E09000016,11/08/2020,4,1031
Hillingdon,E09000017,11/08/2020,6,1205
Hounslow,E09000018,11/08/2020,17,1198
Islington,E09000019,11/08/2020,3,610
Kensington and Chelsea,E09000020,11/08/2020,3,615
Kingston upon Thames,E09000021,11/08/2020,4,777
Lambeth,E09000022,11/08/2020,3,1466
Lewisham,E09000023,11/08/2020,3,1276
Merton,E09000024,11/08/2020,2,981
Newham,E09000025,11/08/2020,3,1378
Redbridge,E09000026,11/08/2020,4,1225
Richmond upon Thames,E09000027,11/08/2020,5,579
Southwark,E09000028,11/08/2020,0,1525
Sutton,E09000029,11/08/2020,1,1044
Tower Hamlets,E09000030,11/08/2020,3,913
Waltham Forest,E09000031,11/08/2020,11,1094
Wandsworth,E09000032,11/08/2020,4,1269
Westminster,E09000033,11/08/2020,6,880
Barking and Dagenham,E09000002,12/08/2020,7,795
Barnet,E09000003,12/08/2020,8,1748
Bexley,E09000004,12/08/2020,3,1123
Brent,E09000005,12/08/2020,10,1851
Bromley,E09000006,12/08/2020,5,1577
Camden,E09000007,12/08/2020,3,752
Croydon,E09000008,12/08/2020,5,1917
Ealing,E09000009,12/08/2020,4,1689
Enfield,E09000010,12/08/2020,2,1265
Greenwich,E09000011,12/08/2020,6,1019
Hackney and City of London,E09000012,12/08/2020,1,1042
Hammersmith and Fulham,E09000013,12/08/2020,6,832
Haringey,E09000014,12/08/2020,5,836
Harrow,E09000015,12/08/2020,4,1347
Havering,E09000016,12/08/2020,2,1033
Hillingdon,E09000017,12/08/2020,9,1214
Hounslow,E09000018,12/08/2020,6,1204
Islington,E09000019,12/08/2020,2,612
Kensington and Chelsea,E09000020,12/08/2020,5,620
Kingston upon Thames,E09000021,12/08/2020,4,781
Lambeth,E09000022,12/08/2020,5,1471
Lewisham,E09000023,12/08/2020,4,1280
Merton,E09000024,12/08/2020,7,988
Newham,E09000025,12/08/2020,6,1384
Redbridge,E09000026,12/08/2020,6,1231
Richmond upon Thames,E09000027,12/08/2020,11,590
Southwark,E09000028,12/08/2020,3,1528
Sutton,E09000029,12/08/2020,1,1045
Tower Hamlets,E09000030,12/08/2020,5,918
Waltham Forest,E09000031,12/08/2020,5,1099
Wandsworth,E09000032,12/08/2020,8,1277
Westminster,E09000033,12/08/2020,2,882
Barking and Dagenham,E09000002,13/08/2020,10,805
Barnet,E09000003,13/08/2020,6,1754
Bexley,E09000004,13/08/2020,3,1126
Brent,E09000005,13/08/2020,3,1854
Bromley,E09000006,13/08/2020,1,1578
Camden,E09000007,13/08/2020,3,755
Croydon,E09000008,13/08/2020,2,1919
Ealing,E09000009,13/08/2020,6,1695
Enfield,E09000010,13/08/2020,1,1266
Greenwich,E09000011,13/08/2020,1,1020
Hackney and City of London,E09000012,13/08/2020,6,1048
Hammersmith and Fulham,E09000013,13/08/2020,5,837
Haringey,E09000014,13/08/2020,5,841
Harrow,E09000015,13/08/2020,5,1352
Havering,E09000016,13/08/2020,1,1034
Hillingdon,E09000017,13/08/2020,3,1217
Hounslow,E09000018,13/08/2020,5,1209
Islington,E09000019,13/08/2020,0,612
Kensington and Chelsea,E09000020,13/08/2020,5,625
Kingston upon Thames,E09000021,13/08/2020,4,785
Lambeth,E09000022,13/08/2020,6,1477
Lewisham,E09000023,13/08/2020,3,1283
Merton,E09000024,13/08/2020,5,993
Newham,E09000025,13/08/2020,10,1394
Redbridge,E09000026,13/08/2020,1,1232
Richmond upon Thames,E09000027,13/08/2020,6,596
Southwark,E09000028,13/08/2020,5,1533
Sutton,E09000029,13/08/2020,1,1046
Tower Hamlets,E09000030,13/08/2020,3,921
Waltham Forest,E09000031,13/08/2020,4,1103
Wandsworth,E09000032,13/08/2020,4,1281
Westminster,E09000033,13/08/2020,1,883
Barking and Dagenham,E09000002,14/08/2020,2,807
Barnet,E09000003,14/08/2020,11,1765
Bexley,E09000004,14/08/2020,2,1128
Brent,E09000005,14/08/2020,3,1857
Bromley,E09000006,14/08/2020,2,1580
Camden,E09000007,14/08/2020,1,756
Croydon,E09000008,14/08/2020,4,1923
Ealing,E09000009,14/08/2020,7,1702
Enfield,E09000010,14/08/2020,4,1270
Greenwich,E09000011,14/08/2020,0,1020
Hackney and City of London,E09000012,14/08/2020,6,1054
Hammersmith and Fulham,E09000013,14/08/2020,6,843
Haringey,E09000014,14/08/2020,3,844
Harrow,E09000015,14/08/2020,3,1355
Havering,E09000016,14/08/2020,4,1038
Hillingdon,E09000017,14/08/2020,5,1222
Hounslow,E09000018,14/08/2020,3,1212
Islington,E09000019,14/08/2020,0,612
Kensington and Chelsea,E09000020,14/08/2020,1,626
Kingston upon Thames,E09000021,14/08/2020,2,787
Lambeth,E09000022,14/08/2020,9,1486
Lewisham,E09000023,14/08/2020,4,1287
Merton,E09000024,14/08/2020,2,995
Newham,E09000025,14/08/2020,4,1398
Redbridge,E09000026,14/08/2020,2,1234
Richmond upon Thames,E09000027,14/08/2020,7,603
Southwark,E09000028,14/08/2020,8,1541
Sutton,E09000029,14/08/2020,1,1047
Tower Hamlets,E09000030,14/08/2020,6,927
Waltham Forest,E09000031,14/08/2020,6,1109
Wandsworth,E09000032,14/08/2020,4,1285
Westminster,E09000033,14/08/2020,4,887
Barking and Dagenham,E09000002,15/08/2020,2,809
Barnet,E09000003,15/08/2020,1,1766
Bexley,E09000004,15/08/2020,0,1128
Brent,E09000005,15/08/2020,2,1859
Bromley,E09000006,15/08/2020,2,1582
Camden,E09000007,15/08/2020,6,762
Croydon,E09000008,15/08/2020,0,1923
Ealing,E09000009,15/08/2020,10,1712
Enfield,E09000010,15/08/2020,2,1272
Greenwich,E09000011,15/08/2020,2,1022
Hackney and City of London,E09000012,15/08/2020,1,1055
Hammersmith and Fulham,E09000013,15/08/2020,4,847
Haringey,E09000014,15/08/2020,4,848
Harrow,E09000015,15/08/2020,4,1359
Havering,E09000016,15/08/2020,4,1042
Hillingdon,E09000017,15/08/2020,7,1229
Hounslow,E09000018,15/08/2020,7,1219
Islington,E09000019,15/08/2020,2,614
Kensington and Chelsea,E09000020,15/08/2020,1,627
Kingston upon Thames,E09000021,15/08/2020,3,790
Lambeth,E09000022,15/08/2020,3,1489
Lewisham,E09000023,15/08/2020,1,1288
Merton,E09000024,15/08/2020,1,996
Newham,E09000025,15/08/2020,6,1404
Redbridge,E09000026,15/08/2020,7,1241
Richmond upon Thames,E09000027,15/08/2020,5,608
Southwark,E09000028,15/08/2020,6,1547
Sutton,E09000029,15/08/2020,0,1047
Tower Hamlets,E09000030,15/08/2020,1,928
Waltham Forest,E09000031,15/08/2020,2,1111
Wandsworth,E09000032,15/08/2020,9,1294
Westminster,E09000033,15/08/2020,1,888
Barking and Dagenham,E09000002,16/08/2020,4,813
Barnet,E09000003,16/08/2020,6,1772
Bexley,E09000004,16/08/2020,0,1128
Brent,E09000005,16/08/2020,2,1861
Bromley,E09000006,16/08/2020,4,1586
Camden,E09000007,16/08/2020,1,763
Croydon,E09000008,16/08/2020,2,1925
Ealing,E09000009,16/08/2020,3,1715
Enfield,E09000010,16/08/2020,2,1274
Greenwich,E09000011,16/08/2020,0,1022
Hackney and City of London,E09000012,16/08/2020,7,1062
Hammersmith and Fulham,E09000013,16/08/2020,0,847
Haringey,E09000014,16/08/2020,1,849
Harrow,E09000015,16/08/2020,1,1360
Havering,E09000016,16/08/2020,2,1044
Hillingdon,E09000017,16/08/2020,7,1236
Hounslow,E09000018,16/08/2020,4,1223
Islington,E09000019,16/08/2020,0,614
Kensington and Chelsea,E09000020,16/08/2020,2,629
Kingston upon Thames,E09000021,16/08/2020,4,794
Lambeth,E09000022,16/08/2020,0,1489
Lewisham,E09000023,16/08/2020,2,1290
Merton,E09000024,16/08/2020,3,999
Newham,E09000025,16/08/2020,8,1412
Redbridge,E09000026,16/08/2020,0,1241
Richmond upon Thames,E09000027,16/08/2020,1,609
Southwark,E09000028,16/08/2020,8,1555
Sutton,E09000029,16/08/2020,1,1048
Tower Hamlets,E09000030,16/08/2020,6,934
Waltham Forest,E09000031,16/08/2020,3,1114
Wandsworth,E09000032,16/08/2020,1,1295
Westminster,E09000033,16/08/2020,3,891
Barking and Dagenham,E09000002,17/08/2020,6,819
Barnet,E09000003,17/08/2020,9,1781
Bexley,E09000004,17/08/2020,1,1129
Brent,E09000005,17/08/2020,7,1868
Bromley,E09000006,17/08/2020,7,1593
Camden,E09000007,17/08/2020,9,772
Croydon,E09000008,17/08/2020,11,1936
Ealing,E09000009,17/08/2020,14,1729
Enfield,E09000010,17/08/2020,6,1280
Greenwich,E09000011,17/08/2020,2,1024
Hackney and City of London,E09000012,17/08/2020,6,1068
Hammersmith and Fulham,E09000013,17/08/2020,7,854
Haringey,E09000014,17/08/2020,4,853
Harrow,E09000015,17/08/2020,8,1368
Havering,E09000016,17/08/2020,2,1046
Hillingdon,E09000017,17/08/2020,6,1242
Hounslow,E09000018,17/08/2020,6,1229
Islington,E09000019,17/08/2020,5,619
Kensington and Chelsea,E09000020,17/08/2020,4,633
Kingston upon Thames,E09000021,17/08/2020,3,797
Lambeth,E09000022,17/08/2020,12,1501
Lewisham,E09000023,17/08/2020,4,1294
Merton,E09000024,17/08/2020,2,1001
Newham,E09000025,17/08/2020,6,1418
Redbridge,E09000026,17/08/2020,4,1245
Richmond upon Thames,E09000027,17/08/2020,2,611
Southwark,E09000028,17/08/2020,9,1564
Sutton,E09000029,17/08/2020,5,1053
Tower Hamlets,E09000030,17/08/2020,5,939
Waltham Forest,E09000031,17/08/2020,8,1122
Wandsworth,E09000032,17/08/2020,6,1301
Westminster,E09000033,17/08/2020,3,894
Barking and Dagenham,E09000002,18/08/2020,5,824
Barnet,E09000003,18/08/2020,11,1792
Bexley,E09000004,18/08/2020,4,1133
Brent,E09000005,18/08/2020,3,1871
Bromley,E09000006,18/08/2020,2,1595
Camden,E09000007,18/08/2020,2,774
Croydon,E09000008,18/08/2020,6,1942
Ealing,E09000009,18/08/2020,14,1743
Enfield,E09000010,18/08/2020,7,1287
Greenwich,E09000011,18/08/2020,2,1026
Hackney and City of London,E09000012,18/08/2020,9,1077
Hammersmith and Fulham,E09000013,18/08/2020,2,856
Haringey,E09000014,18/08/2020,6,859
Harrow,E09000015,18/08/2020,6,1374
Havering,E09000016,18/08/2020,5,1051
Hillingdon,E09000017,18/08/2020,17,1259
Hounslow,E09000018,18/08/2020,7,1236
Islington,E09000019,18/08/2020,2,621
Kensington and Chelsea,E09000020,18/08/2020,2,635
Kingston upon Thames,E09000021,18/08/2020,2,799
Lambeth,E09000022,18/08/2020,3,1504
Lewisham,E09000023,18/08/2020,5,1299
Merton,E09000024,18/08/2020,2,1003
Newham,E09000025,18/08/2020,4,1422
Redbridge,E09000026,18/08/2020,3,1248
Richmond upon Thames,E09000027,18/08/2020,3,614
Southwark,E09000028,18/08/2020,6,1570
Sutton,E09000029,18/08/2020,5,1058
Tower Hamlets,E09000030,18/08/2020,6,945
Waltham Forest,E09000031,18/08/2020,8,1130
Wandsworth,E09000032,18/08/2020,12,1313
Westminster,E09000033,18/08/2020,10,904
Barking and Dagenham,E09000002,19/08/2020,2,826
Barnet,E09000003,19/08/2020,9,1801
Bexley,E09000004,19/08/2020,4,1137
Brent,E09000005,19/08/2020,3,1874
Bromley,E09000006,19/08/2020,8,1603
Camden,E09000007,19/08/2020,2,776
Croydon,E09000008,19/08/2020,4,1946
Ealing,E09000009,19/08/2020,7,1750
Enfield,E09000010,19/08/2020,9,1296
Greenwich,E09000011,19/08/2020,1,1027
Hackney and City of London,E09000012,19/08/2020,16,1093
Hammersmith and Fulham,E09000013,19/08/2020,1,857
Haringey,E09000014,19/08/2020,8,867
Harrow,E09000015,19/08/2020,1,1375
Havering,E09000016,19/08/2020,3,1054
Hillingdon,E09000017,19/08/2020,4,1263
Hounslow,E09000018,19/08/2020,4,1240
Islington,E09000019,19/08/2020,3,624
Kensington and Chelsea,E09000020,19/08/2020,4,639
Kingston upon Thames,E09000021,19/08/2020,3,802
Lambeth,E09000022,19/08/2020,5,1509
Lewisham,E09000023,19/08/2020,6,1305
Merton,E09000024,19/08/2020,6,1009
Newham,E09000025,19/08/2020,4,1426
Redbridge,E09000026,19/08/2020,2,1250
Richmond upon Thames,E09000027,19/08/2020,4,618
Southwark,E09000028,19/08/2020,7,1577
Sutton,E09000029,19/08/2020,5,1063
Tower Hamlets,E09000030,19/08/2020,5,950
Waltham Forest,E09000031,19/08/2020,0,1130
Wandsworth,E09000032,19/08/2020,8,1321
Westminster,E09000033,19/08/2020,4,908
Barking and Dagenham,E09000002,20/08/2020,5,831
Barnet,E09000003,20/08/2020,2,1803
Bexley,E09000004,20/08/2020,7,1144
Brent,E09000005,20/08/2020,7,1881
Bromley,E09000006,20/08/2020,8,1611
Camden,E09000007,20/08/2020,10,786
Croydon,E09000008,20/08/2020,6,1952
Ealing,E09000009,20/08/2020,8,1758
Enfield,E09000010,20/08/2020,9,1305
Greenwich,E09000011,20/08/2020,3,1030
Hackney and City of London,E09000012,20/08/2020,19,1112
Hammersmith and Fulham,E09000013,20/08/2020,11,868
Haringey,E09000014,20/08/2020,9,876
Harrow,E09000015,20/08/2020,9,1384
Havering,E09000016,20/08/2020,4,1058
Hillingdon,E09000017,20/08/2020,3,1266
Hounslow,E09000018,20/08/2020,7,1247
Islington,E09000019,20/08/2020,4,628
Kensington and Chelsea,E09000020,20/08/2020,7,646
Kingston upon Thames,E09000021,20/08/2020,1,803
Lambeth,E09000022,20/08/2020,7,1516
Lewisham,E09000023,20/08/2020,5,1310
Merton,E09000024,20/08/2020,0,1009
Newham,E09000025,20/08/2020,2,1428
Redbridge,E09000026,20/08/2020,2,1252
Richmond upon Thames,E09000027,20/08/2020,2,620
Southwark,E09000028,20/08/2020,13,1590
Sutton,E09000029,20/08/2020,3,1066
Tower Hamlets,E09000030,20/08/2020,6,956
Waltham Forest,E09000031,20/08/2020,4,1134
Wandsworth,E09000032,20/08/2020,13,1334
Westminster,E09000033,20/08/2020,9,917
Barking and Dagenham,E09000002,21/08/2020,4,835
Barnet,E09000003,21/08/2020,9,1812
Bexley,E09000004,21/08/2020,1,1145
Brent,E09000005,21/08/2020,5,1886
Bromley,E09000006,21/08/2020,2,1613
Camden,E09000007,21/08/2020,6,792
Croydon,E09000008,21/08/2020,2,1954
Ealing,E09000009,21/08/2020,8,1766
Enfield,E09000010,21/08/2020,6,1311
Greenwich,E09000011,21/08/2020,4,1034
Hackney and City of London,E09000012,21/08/2020,10,1122
Hammersmith and Fulham,E09000013,21/08/2020,3,871
Haringey,E09000014,21/08/2020,3,879
Harrow,E09000015,21/08/2020,7,1391
Havering,E09000016,21/08/2020,6,1064
Hillingdon,E09000017,21/08/2020,4,1270
Hounslow,E09000018,21/08/2020,3,1250
Islington,E09000019,21/08/2020,8,636
Kensington and Chelsea,E09000020,21/08/2020,3,649
Kingston upon Thames,E09000021,21/08/2020,2,805
Lambeth,E09000022,21/08/2020,12,1528
Lewisham,E09000023,21/08/2020,7,1317
Merton,E09000024,21/08/2020,2,1011
Newham,E09000025,21/08/2020,2,1430
Redbridge,E09000026,21/08/2020,6,1258
Richmond upon Thames,E09000027,21/08/2020,4,624
Southwark,E09000028,21/08/2020,8,1598
Sutton,E09000029,21/08/2020,3,1069
Tower Hamlets,E09000030,21/08/2020,4,960
Waltham Forest,E09000031,21/08/2020,4,1138
Wandsworth,E09000032,21/08/2020,15,1349
Westminster,E09000033,21/08/2020,4,921
Barking and Dagenham,E09000002,22/08/2020,3,838
Barnet,E09000003,22/08/2020,6,1818
Bexley,E09000004,22/08/2020,2,1147
Brent,E09000005,22/08/2020,3,1889
Bromley,E09000006,22/08/2020,7,1620
Camden,E09000007,22/08/2020,2,794
Croydon,E09000008,22/08/2020,1,1955
Ealing,E09000009,22/08/2020,9,1775
Enfield,E09000010,22/08/2020,3,1314
Greenwich,E09000011,22/08/2020,0,1034
Hackney and City of London,E09000012,22/08/2020,3,1125
Hammersmith and Fulham,E09000013,22/08/2020,7,878
